@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute hands-1 numeric
@attribute hands-2 numeric
@attribute hands-3 numeric
@attribute hands-4 numeric
@attribute hands-5 numeric
@attribute hands-6 numeric
@attribute hands-7 numeric
@attribute hands-8 numeric
@attribute hands-9 numeric
@attribute hands-10 numeric
@attribute hands-11 numeric
@attribute hands-12 numeric
@attribute hands-13 numeric
@attribute hands-14 numeric
@attribute hands-15 numeric
@attribute hands-16 numeric
@attribute hands-17 numeric
@attribute hands-18 numeric
@attribute hands-19 numeric
@attribute hands-20 numeric
@attribute hands-21 numeric
@attribute hands-22 numeric
@attribute hands-23 numeric
@attribute hands-24 numeric
@attribute hands-25 numeric
@attribute hands-26 numeric
@attribute hands-27 numeric
@attribute hands-28 numeric
@attribute hands-29 numeric
@attribute hands-30 numeric
@attribute hands-31 numeric
@attribute hands-32 numeric
@attribute hands-33 numeric
@attribute hands-34 numeric
@attribute hands-35 numeric
@attribute hands-36 numeric
@attribute hands-37 numeric
@attribute hands-38 numeric
@attribute hands-39 numeric
@attribute hands-40 numeric
@attribute hands-41 numeric
@attribute hands-42 numeric
@attribute hands-43 numeric
@attribute hands-44 numeric
@attribute hands-45 numeric
@attribute hands-46 numeric
@attribute hands-47 numeric
@attribute hands-48 numeric
@attribute hands-49 numeric
@attribute hands-50 numeric
@attribute hands-51 numeric
@attribute hands-52 numeric
@attribute hands-53 numeric
@attribute hands-54 numeric
@attribute hands-55 numeric
@attribute hands-56 numeric
@attribute hands-57 numeric
@attribute hands-58 numeric
@attribute hands-59 numeric
@attribute hands-60 numeric
@attribute hands-61 numeric
@attribute hands-62 numeric
@attribute hands-63 numeric
@attribute hands-64 numeric
@attribute hands-65 numeric
@attribute hands-66 numeric
@attribute hands-67 numeric
@attribute hands-68 numeric
@attribute hands-69 numeric
@attribute hands-70 numeric
@attribute hands-71 numeric
@attribute hands-72 numeric
@attribute hands-73 numeric
@attribute hands-74 numeric
@attribute hands-75 numeric
@attribute hands-76 numeric
@attribute hands-77 numeric
@attribute hands-78 numeric
@attribute hands-79 numeric
@attribute hands-80 numeric
@attribute hands-81 numeric
@attribute hands-82 numeric
@attribute hands-83 numeric
@attribute hands-84 numeric
@attribute hands-85 numeric
@attribute hands-86 numeric
@attribute hands-87 numeric
@attribute hands-88 numeric
@attribute hands-89 numeric
@attribute hands-90 numeric
@attribute hands-91 numeric
@attribute hands-92 numeric
@attribute hands-93 numeric
@attribute hands-94 numeric
@attribute hands-95 numeric
@attribute hands-96 numeric
@attribute hands-97 numeric
@attribute hands-98 numeric
@attribute hands-99 numeric
@attribute hands-100 numeric
@attribute hands-101 numeric
@attribute hands-102 numeric
@attribute hands-103 numeric
@attribute hands-104 numeric
@attribute hands-105 numeric
@attribute hands-106 numeric
@attribute hands-107 numeric
@attribute hands-108 numeric
@attribute hands-109 numeric
@attribute hands-110 numeric
@attribute hands-111 numeric
@attribute hands-112 numeric
@attribute hands-113 numeric
@attribute hands-114 numeric
@attribute hands-115 numeric
@attribute hands-116 numeric
@attribute hands-117 numeric
@attribute hands-118 numeric
@attribute hands-119 numeric
@attribute hands-120 numeric
@attribute hands-121 numeric
@attribute hands-122 numeric
@attribute hands-123 numeric
@attribute hands-124 numeric
@attribute hands-125 numeric
@attribute hands-126 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric

@data
410,'2021/12/08 18:19:46:425',8,0.886935,0.274121,0,0.85116,0.270832,-0.003396,0.818377,0.255687,-0.007559,0.790776,0.24418,-0.012748,0.768983,0.241565,-0.01806,0.828623,0.194382,-0.001992,0.807925,0.156321,-0.007526,0.796939,0.1323,-0.01157,0.788887,0.111348,-0.014669,0.846782,0.179743,-0.007522,0.828892,0.135522,-0.011931,0.819316,0.108031,-0.016047,0.81267,0.084053,-0.019866,0.866996,0.172911,-0.014104,0.853169,0.130262,-0.019731,0.846018,0.10354,-0.023987,0.839747,0.081069,-0.027451,0.888875,0.173635,-0.021536,0.885339,0.137634,-0.027219,0.883054,0.114001,-0.030141,0.880203,0.092686,-0.032319,0.144135,0.9235,0,0.121656,0.857577,-0.006011,0.120353,0.781206,-0.024479,0.138616,0.720113,-0.037527,0.164228,0.685461,-0.050385,0.131186,0.797898,-0.082575,0.183142,0.711653,-0.100767,0.214201,0.668675,-0.095714,0.237042,0.644178,-0.089392,0.160779,0.829553,-0.087474,0.215515,0.731254,-0.104674,0.245847,0.679306,-0.091709,0.265268,0.647373,-0.082357,0.189935,0.85743,-0.087495,0.236078,0.763111,-0.101556,0.26181,0.707938,-0.089732,0.275684,0.671963,-0.082105,0.216773,0.878649,-0.085784,0.250688,0.802897,-0.097834,0.26604,0.758288,-0.092978,0.274367,0.725232,-0.088637,0,0,0,0,0,0,0,1,0,0
411,'2021/12/08 18:19:46:461',8,0.887413,0.276352,0,0.851548,0.272186,-0.003275,0.818454,0.256206,-0.007286,0.790406,0.244487,-0.012282,0.768374,0.242299,-0.017369,0.829194,0.194824,-0.001724,0.808003,0.156902,-0.007026,0.79673,0.132863,-0.010868,0.788528,0.112122,-0.013828,0.847207,0.180162,-0.007177,0.829058,0.135951,-0.011235,0.819434,0.108421,-0.015121,0.812783,0.084562,-0.018829,0.867285,0.173252,-0.013677,0.853549,0.130242,-0.018972,0.846391,0.10327,-0.023127,0.840072,0.080755,-0.026571,0.88901,0.173918,-0.021021,0.88536,0.137608,-0.026493,0.882974,0.113479,-0.029404,0.879989,0.091778,-0.031601,0.143668,0.923875,0,0.121575,0.857211,-0.005802,0.12083,0.780796,-0.024142,0.139443,0.720232,-0.037326,0.164867,0.685216,-0.050377,0.13144,0.797337,-0.081219,0.183352,0.712013,-0.099776,0.21416,0.669366,-0.095501,0.237053,0.644322,-0.089799,0.16088,0.829248,-0.086596,0.215457,0.732128,-0.104339,0.245631,0.679589,-0.092439,0.265123,0.646656,-0.083937,0.189795,0.857611,-0.087162,0.235648,0.764425,-0.101524,0.261211,0.709145,-0.090198,0.27537,0.672251,-0.083047,0.216256,0.879369,-0.086064,0.250057,0.8045,-0.098382,0.265689,0.759644,-0.093806,0.274617,0.725667,-0.089774,0,0,0,0,0,0,0,1,0,0
412,'2021/12/08 18:19:46:507',8,0.887518,0.274758,0,0.853376,0.270326,-0.005091,0.819921,0.254698,-0.01006,0.791969,0.24415,-0.016266,0.769793,0.242844,-0.022752,0.830792,0.192097,-0.002446,0.809786,0.155942,-0.009805,0.798319,0.133034,-0.015244,0.789669,0.112495,-0.019247,0.848144,0.178279,-0.008444,0.830283,0.134057,-0.014551,0.820407,0.107517,-0.019782,0.813403,0.083953,-0.024287,0.867771,0.172899,-0.016023,0.854364,0.129254,-0.023415,0.846639,0.102978,-0.028342,0.839709,0.080161,-0.032063,0.88981,0.17524,-0.024679,0.886275,0.138961,-0.03151,0.883633,0.114918,-0.034801,0.880486,0.09286,-0.037202,0.143544,0.922494,0,0.121059,0.85481,-0.005269,0.120948,0.779502,-0.02278,0.139529,0.720157,-0.035523,0.164442,0.685107,-0.048095,0.131682,0.795076,-0.076647,0.183318,0.711374,-0.09435,0.214007,0.669016,-0.090399,0.237113,0.644177,-0.085027,0.161582,0.82607,-0.082286,0.215317,0.731205,-0.099037,0.245094,0.679118,-0.087872,0.264092,0.647113,-0.080017,0.190906,0.853817,-0.08335,0.236264,0.761725,-0.096622,0.261575,0.707179,-0.085626,0.275378,0.671626,-0.078935,0.217608,0.875526,-0.082913,0.25156,0.800245,-0.094133,0.267323,0.756553,-0.089407,0.276174,0.724764,-0.085519,0,0,0,0,0,0,0,1,0,0
413,'2021/12/08 18:19:46:571',8,0.886982,0.275184,0,0.85243,0.271475,-0.004826,0.819517,0.256241,-0.010131,0.792438,0.244858,-0.016538,0.770571,0.242823,-0.023202,0.830693,0.194628,-0.004225,0.810123,0.157046,-0.0118,0.798706,0.133636,-0.017161,0.790034,0.113226,-0.021089,0.848233,0.180509,-0.010117,0.830843,0.135987,-0.016686,0.821031,0.108779,-0.021914,0.81385,0.084816,-0.026383,0.868017,0.174274,-0.017295,0.855322,0.13033,-0.025118,0.847785,0.103221,-0.030228,0.84073,0.08007,-0.034052,0.889646,0.175755,-0.025391,0.887011,0.139207,-0.032498,0.884989,0.115221,-0.03587,0.882067,0.09341,-0.03834,0.143825,0.921184,0,0.121628,0.854102,-0.005188,0.120481,0.778367,-0.022795,0.138731,0.71898,-0.035376,0.164909,0.685416,-0.047651,0.132022,0.795895,-0.07856,0.184831,0.710999,-0.096117,0.21542,0.670515,-0.0908,0.237665,0.647546,-0.084265,0.161527,0.827299,-0.083921,0.216089,0.729846,-0.100589,0.245553,0.67861,-0.087771,0.264273,0.647216,-0.078479,0.190414,0.854652,-0.084615,0.236691,0.760824,-0.098056,0.261838,0.707041,-0.085886,0.275653,0.672527,-0.077993,0.216929,0.875752,-0.08368,0.251189,0.799821,-0.09492,0.266646,0.756173,-0.089609,0.27546,0.724601,-0.084994,0,0,0,0,0,0,0,1,0,0
414,'2021/12/08 18:19:46:617',8,0.888389,0.275327,0,0.854186,0.271892,-0.005379,0.820233,0.255937,-0.011365,0.793087,0.24402,-0.018408,0.771137,0.242466,-0.025783,0.83231,0.197096,-0.007062,0.811062,0.157014,-0.015713,0.799312,0.132736,-0.021498,0.790396,0.111504,-0.025724,0.850111,0.183038,-0.013111,0.83237,0.137416,-0.021172,0.823268,0.109749,-0.026646,0.816928,0.085293,-0.031105,0.8699,0.176344,-0.020346,0.856179,0.131686,-0.029428,0.848358,0.104427,-0.03454,0.841191,0.080767,-0.038216,0.891489,0.176931,-0.028459,0.887752,0.139697,-0.036322,0.885176,0.115385,-0.03976,0.881807,0.093088,-0.042233,0.144208,0.920495,0,0.121394,0.855365,-0.006563,0.119791,0.781739,-0.024334,0.138119,0.722051,-0.037039,0.163534,0.687029,-0.049627,0.133224,0.793891,-0.078077,0.183788,0.710546,-0.096043,0.214165,0.669344,-0.092328,0.23731,0.644619,-0.087203,0.163279,0.823949,-0.08313,0.215942,0.730362,-0.100172,0.245091,0.678817,-0.089238,0.263873,0.646405,-0.081587,0.192188,0.851494,-0.083686,0.236224,0.761594,-0.097499,0.261205,0.7077,-0.087076,0.275291,0.671517,-0.080731,0.218016,0.873391,-0.082814,0.250729,0.800985,-0.094693,0.266362,0.758302,-0.090483,0.275725,0.726012,-0.086899,0,0,0,0,0,0,0,1,0,0
415,'2021/12/08 18:19:46:691',8,0.888937,0.276319,0,0.85461,0.272565,-0.005323,0.821196,0.256168,-0.010709,0.793949,0.24447,-0.017308,0.77174,0.242707,-0.024255,0.83257,0.194763,-0.004028,0.812519,0.156725,-0.012069,0.80123,0.133209,-0.017927,0.792502,0.112336,-0.02225,0.850047,0.18101,-0.010142,0.83264,0.135968,-0.017253,0.822553,0.108542,-0.023124,0.814962,0.084166,-0.028048,0.86985,0.175343,-0.017721,0.856805,0.130768,-0.026085,0.848829,0.10367,-0.031553,0.841252,0.080267,-0.03559,0.891845,0.177225,-0.026296,0.888527,0.140251,-0.033764,0.885926,0.115938,-0.037332,0.882386,0.093628,-0.039954,0.141455,0.92354,0,0.119499,0.859406,-0.005283,0.11998,0.783735,-0.022089,0.138977,0.723177,-0.034082,0.163378,0.687558,-0.045924,0.131903,0.794457,-0.07551,0.182709,0.711983,-0.093022,0.214108,0.670099,-0.089144,0.237341,0.645512,-0.083889,0.161146,0.825233,-0.080787,0.214322,0.731639,-0.097691,0.244765,0.680281,-0.086944,0.264711,0.647003,-0.079261,0.189902,0.853761,-0.08157,0.234784,0.763443,-0.095394,0.260961,0.70924,-0.085319,0.275854,0.672215,-0.079021,0.216195,0.876717,-0.080806,0.249885,0.804021,-0.092559,0.265937,0.760251,-0.088562,0.275626,0.726235,-0.085037,0,0,0,0,0,0,0,1,0,0
416,'2021/12/08 18:19:46:754',8,0.889886,0.27706,0,0.854782,0.272802,-0.003827,0.821399,0.256629,-0.008965,0.793907,0.244935,-0.015147,0.772116,0.242913,-0.021577,0.833377,0.196735,-0.00492,0.812605,0.157044,-0.012178,0.800894,0.132756,-0.017114,0.792103,0.112332,-0.020768,0.851505,0.183169,-0.01102,0.833597,0.137474,-0.017453,0.823529,0.109482,-0.022291,0.816536,0.08547,-0.026496,0.871611,0.177308,-0.018119,0.857751,0.132576,-0.025671,0.849563,0.104639,-0.030466,0.842208,0.081362,-0.034148,0.893151,0.178856,-0.025968,0.889773,0.141498,-0.032942,0.887191,0.116905,-0.036204,0.8838,0.094839,-0.038621,0.143661,0.921903,0,0.121529,0.853708,-0.004991,0.120541,0.779069,-0.022137,0.138547,0.720279,-0.034497,0.163995,0.686936,-0.046619,0.133863,0.793273,-0.075441,0.185158,0.711026,-0.092612,0.215438,0.669248,-0.088455,0.238027,0.644433,-0.083013,0.163035,0.824801,-0.080983,0.2173,0.731501,-0.097234,0.246687,0.679042,-0.08621,0.265067,0.646031,-0.07849,0.1915,0.853147,-0.081983,0.237186,0.762133,-0.095046,0.262669,0.707861,-0.084583,0.276677,0.671884,-0.078154,0.217523,0.875506,-0.081409,0.251071,0.801063,-0.092452,0.266585,0.757389,-0.088057,0.275534,0.725205,-0.084389,0,0,0,0,0,0,0,1,0,0
417,'2021/12/08 18:19:46:821',8,0.890395,0.273447,0,0.854894,0.270006,-0.002526,0.822272,0.255418,-0.007415,0.794397,0.244813,-0.013142,0.772432,0.243129,-0.019053,0.835269,0.197025,-0.005913,0.814659,0.157746,-0.01213,0.80256,0.133213,-0.016041,0.793578,0.112816,-0.019022,0.853244,0.182936,-0.011835,0.83462,0.136744,-0.017158,0.824077,0.108314,-0.020927,0.816803,0.084163,-0.024571,0.872973,0.176165,-0.01824,0.858569,0.131643,-0.024553,0.85028,0.103657,-0.028603,0.843144,0.080596,-0.031954,0.893573,0.176695,-0.025178,0.890099,0.139621,-0.031372,0.887634,0.114942,-0.034286,0.884492,0.092892,-0.036513,0.142971,0.923092,0,0.119958,0.858667,-0.00559,0.118238,0.783585,-0.021949,0.135885,0.723047,-0.0335,0.160849,0.688969,-0.044916,0.135456,0.793889,-0.073441,0.184357,0.711847,-0.090286,0.214459,0.669724,-0.086468,0.237345,0.645127,-0.081396,0.16552,0.82351,-0.078419,0.216777,0.731305,-0.094324,0.245528,0.679575,-0.083728,0.264339,0.647024,-0.076409,0.193924,0.851285,-0.079096,0.237273,0.761819,-0.092335,0.262177,0.70812,-0.082582,0.276418,0.672468,-0.07662,0.219238,0.874075,-0.078322,0.251599,0.801221,-0.089769,0.266845,0.758348,-0.08597,0.276098,0.726437,-0.082672,0,0,0,0,0,0,0,1,0,0
418,'2021/12/08 18:19:46:880',8,0.889442,0.276348,0,0.854894,0.271521,-0.005164,0.821778,0.255735,-0.010787,0.79468,0.24495,-0.01769,0.772508,0.243396,-0.024997,0.834135,0.194979,-0.004955,0.813684,0.157685,-0.013515,0.802291,0.134627,-0.019502,0.793477,0.114046,-0.023822,0.851822,0.181616,-0.011419,0.834233,0.13687,-0.019088,0.824289,0.109937,-0.024786,0.816791,0.085886,-0.029495,0.871772,0.176128,-0.019307,0.858965,0.131355,-0.028036,0.851192,0.104239,-0.033188,0.843739,0.080748,-0.036968,0.893766,0.178396,-0.028184,0.89075,0.141122,-0.035843,0.888061,0.116544,-0.039227,0.88446,0.094005,-0.041706,0.144981,0.922508,0,0.121184,0.85694,-0.005787,0.118502,0.781955,-0.02221,0.136059,0.721309,-0.033579,0.16301,0.687954,-0.044637,0.134343,0.795021,-0.073809,0.183873,0.711759,-0.089611,0.213427,0.670346,-0.084314,0.235803,0.646528,-0.078145,0.164826,0.82421,-0.078072,0.217133,0.729633,-0.092629,0.246031,0.679265,-0.080477,0.264724,0.648286,-0.071906,0.193678,0.850722,-0.078031,0.238494,0.759316,-0.09025,0.262874,0.707174,-0.079658,0.276212,0.673973,-0.072897,0.219593,0.87212,-0.076501,0.252549,0.798191,-0.087143,0.267342,0.755673,-0.082954,0.275365,0.724806,-0.079215,0,0,0,0,0,0,0,1,0,0
419,'2021/12/08 18:19:46:936',8,0.890759,0.273351,0,0.856341,0.269339,-0.005007,0.822953,0.25459,-0.010994,0.795538,0.244252,-0.018187,0.773559,0.242811,-0.025786,0.83549,0.194647,-0.0067,0.815042,0.156574,-0.015645,0.803368,0.133247,-0.021701,0.794332,0.112444,-0.026038,0.853128,0.181444,-0.01322,0.835358,0.135892,-0.021426,0.825167,0.10856,-0.027121,0.817696,0.08415,-0.031797,0.872837,0.175916,-0.020954,0.859595,0.130855,-0.030101,0.851573,0.103374,-0.035294,0.844241,0.07958,-0.039051,0.894356,0.177837,-0.029563,0.891049,0.140719,-0.037456,0.888592,0.116041,-0.04088,0.885426,0.093426,-0.04337,0.144576,0.923621,0,0.121066,0.857574,-0.005408,0.119692,0.782282,-0.02197,0.137726,0.722742,-0.033814,0.162911,0.688697,-0.04545,0.134996,0.795837,-0.073137,0.184771,0.713894,-0.089962,0.214547,0.671895,-0.085855,0.237269,0.647234,-0.080541,0.165225,0.826076,-0.078353,0.217549,0.732817,-0.094307,0.245843,0.681669,-0.083351,0.264103,0.64959,-0.07562,0.193729,0.853619,-0.079301,0.237792,0.762973,-0.0925,0.261823,0.709632,-0.082264,0.27519,0.674246,-0.075854,0.21905,0.875651,-0.078802,0.251571,0.802017,-0.09022,0.266458,0.758928,-0.086225,0.27524,0.726714,-0.082697,0,0,0,0,0,0,0,1,0,0
420,'2021/12/08 18:19:46:981',8,0.891645,0.275045,0,0.856,0.270894,-0.003596,0.82314,0.254639,-0.008777,0.795367,0.243384,-0.014754,0.773382,0.242362,-0.020944,0.836353,0.194777,-0.006054,0.81491,0.155435,-0.012901,0.802571,0.131236,-0.017338,0.793399,0.111052,-0.020642,0.854797,0.180961,-0.011881,0.836291,0.134467,-0.017739,0.825418,0.106418,-0.021909,0.81776,0.082585,-0.025798,0.874863,0.174969,-0.018506,0.860743,0.129431,-0.025403,0.852174,0.100693,-0.029847,0.844584,0.07671,-0.033443,0.895826,0.176669,-0.025799,0.891809,0.138756,-0.032361,0.888832,0.113653,-0.035517,0.885338,0.091159,-0.037954,0.144176,0.924979,0,0.121429,0.85848,-0.005763,0.120665,0.783694,-0.022772,0.139428,0.724414,-0.034906,0.16387,0.689849,-0.046849,0.131824,0.796897,-0.075772,0.182635,0.714624,-0.093154,0.213665,0.67331,-0.089335,0.236863,0.648696,-0.084172,0.161187,0.827504,-0.080788,0.214592,0.735204,-0.097199,0.24458,0.682891,-0.086518,0.263837,0.649632,-0.079112,0.189929,0.855483,-0.081338,0.234829,0.766028,-0.094644,0.260796,0.712159,-0.084625,0.275429,0.675783,-0.078569,0.216217,0.877682,-0.08041,0.249327,0.804776,-0.091752,0.265447,0.761699,-0.087748,0.275232,0.729355,-0.08439,0,0,0,0,0,0,0,1,0,0
421,'2021/12/08 18:19:47:051',8,0.890577,0.274482,0,0.85604,0.269515,-0.004055,0.822929,0.253469,-0.009945,0.796026,0.242736,-0.017155,0.774401,0.241017,-0.024784,0.835924,0.194723,-0.00696,0.815688,0.155043,-0.016022,0.803838,0.130896,-0.022023,0.794697,0.109949,-0.026326,0.853679,0.181687,-0.013953,0.835999,0.134741,-0.022445,0.82605,0.106087,-0.028156,0.818875,0.080937,-0.032843,0.873698,0.176145,-0.021963,0.860152,0.129801,-0.031367,0.852095,0.10158,-0.036509,0.844733,0.077439,-0.040227,0.895428,0.178059,-0.030701,0.89264,0.139564,-0.03878,0.890435,0.114386,-0.042148,0.887356,0.091421,-0.044609,0.144838,0.924921,0,0.121647,0.860115,-0.006397,0.120158,0.78477,-0.02463,0.138764,0.724938,-0.037901,0.163945,0.689622,-0.051104,0.132331,0.797179,-0.078566,0.182672,0.714528,-0.09702,0.213404,0.672458,-0.093958,0.236743,0.647264,-0.089304,0.16217,0.827671,-0.083841,0.215715,0.734285,-0.101706,0.245484,0.682193,-0.091642,0.264582,0.649553,-0.084551,0.191265,0.855552,-0.084476,0.236011,0.764233,-0.098393,0.26123,0.710102,-0.087911,0.274935,0.674056,-0.081652,0.217627,0.877302,-0.083649,0.250685,0.802036,-0.095086,0.266014,0.7588,-0.090439,0.274617,0.72664,-0.086719,0,0,0,0,0,0,0,1,0,0
422,'2021/12/08 18:19:47:117',8,0.893457,0.271932,0,0.856954,0.26783,-0.002575,0.823143,0.252748,-0.008001,0.795193,0.24133,-0.014113,0.773172,0.240347,-0.020346,0.837856,0.195422,-0.007835,0.816294,0.154706,-0.014572,0.803645,0.129488,-0.018479,0.794161,0.10907,-0.021403,0.856618,0.180054,-0.013671,0.837458,0.1329,-0.019574,0.826528,0.103564,-0.023233,0.818742,0.079379,-0.026766,0.876644,0.172342,-0.019847,0.861414,0.127081,-0.026744,0.852523,0.098795,-0.03077,0.844816,0.076314,-0.033991,0.896849,0.172063,-0.026432,0.892506,0.13469,-0.032836,0.890193,0.110571,-0.035633,0.887213,0.08953,-0.037765,0.143364,0.925085,0,0.120957,0.858114,-0.005218,0.120673,0.785077,-0.022658,0.139475,0.726934,-0.035361,0.162287,0.690503,-0.047987,0.131257,0.798861,-0.07694,0.182403,0.715921,-0.095055,0.213622,0.673773,-0.092002,0.237136,0.648261,-0.0874,0.160741,0.83032,-0.082664,0.214052,0.737133,-0.100593,0.244565,0.683389,-0.090925,0.264078,0.649647,-0.084077,0.189726,0.858517,-0.083616,0.234594,0.767426,-0.097537,0.260396,0.711918,-0.087249,0.274706,0.674871,-0.081113,0.215812,0.880048,-0.083043,0.249331,0.805384,-0.094424,0.264983,0.760916,-0.089969,0.27401,0.727773,-0.08645,0,0,0,0,0,0,0,1,0,0
423,'2021/12/08 18:19:47:159',8,0.893554,0.27218,0,0.858469,0.267446,-0.004462,0.824459,0.252318,-0.009907,0.796393,0.241888,-0.016588,0.774145,0.240352,-0.023576,0.836172,0.191588,-0.004794,0.815201,0.15327,-0.012764,0.803638,0.129426,-0.018348,0.794788,0.108393,-0.022433,0.854025,0.177503,-0.011184,0.836139,0.131958,-0.018329,0.826523,0.103975,-0.023829,0.819518,0.079363,-0.028449,0.874124,0.17112,-0.018767,0.860734,0.126476,-0.027034,0.853121,0.099221,-0.032141,0.845962,0.075946,-0.035905,0.896086,0.172173,-0.027212,0.892703,0.135252,-0.034511,0.890413,0.110968,-0.037781,0.887165,0.088923,-0.040176,0.14481,0.924175,0,0.121705,0.859864,-0.006142,0.120453,0.78513,-0.024187,0.138262,0.725292,-0.037031,0.162621,0.689093,-0.04976,0.131774,0.797773,-0.079632,0.183502,0.714215,-0.097494,0.21423,0.672039,-0.0933,0.236925,0.647345,-0.087795,0.16138,0.828716,-0.084727,0.216636,0.734129,-0.101766,0.246732,0.682249,-0.090375,0.26535,0.649971,-0.082331,0.190537,0.856945,-0.085095,0.236895,0.765099,-0.098888,0.262195,0.710657,-0.088109,0.275299,0.674514,-0.081433,0.217174,0.879033,-0.083837,0.250917,0.80462,-0.095675,0.266065,0.760806,-0.091186,0.273909,0.728124,-0.087324,0,0,0,0,0,0,0,1,0,0
424,'2021/12/08 18:19:47:203',8,0.89362,0.273497,0,0.858546,0.268898,-0.00519,0.824581,0.252854,-0.01066,0.796974,0.241305,-0.017385,0.774848,0.239915,-0.024433,0.83696,0.190969,-0.004345,0.816047,0.153013,-0.012701,0.804198,0.129611,-0.018665,0.795059,0.108899,-0.022987,0.854499,0.176988,-0.010566,0.83691,0.131717,-0.018057,0.826903,0.104181,-0.023951,0.81944,0.0797,-0.028834,0.874266,0.170942,-0.018207,0.86134,0.126338,-0.026846,0.853591,0.099209,-0.03222,0.846398,0.075823,-0.036122,0.896092,0.172498,-0.02684,0.892955,0.135379,-0.034435,0.890576,0.110847,-0.037924,0.887334,0.088291,-0.040447,0.1443,0.923704,0,0.121127,0.858134,-0.006055,0.119242,0.78403,-0.024355,0.137544,0.725095,-0.037514,0.162156,0.689372,-0.05049,0.131169,0.799045,-0.079914,0.182992,0.714754,-0.098298,0.214006,0.67233,-0.094463,0.237431,0.646942,-0.089148,0.160961,0.830488,-0.085195,0.215515,0.734532,-0.103207,0.244916,0.681656,-0.092105,0.263658,0.648657,-0.084106,0.19029,0.858046,-0.085679,0.235995,0.764643,-0.09961,0.260687,0.70967,-0.088092,0.273966,0.673591,-0.080996,0.216869,0.878855,-0.084635,0.250647,0.802349,-0.09586,0.26559,0.758136,-0.090678,0.27372,0.725858,-0.086513,0,0,0,0,0,0,0,1,0,0
425,'2021/12/08 18:19:47:251',8,0.8921,0.271179,0,0.857594,0.267355,-0.004897,0.824095,0.252142,-0.010249,0.796814,0.241731,-0.017008,0.774965,0.240149,-0.024119,0.835938,0.189561,-0.003451,0.816053,0.152194,-0.011746,0.804815,0.129207,-0.017792,0.795969,0.108659,-0.022162,0.853576,0.175802,-0.009947,0.836218,0.131079,-0.01736,0.826318,0.103934,-0.02338,0.818839,0.079496,-0.028331,0.873624,0.170057,-0.017903,0.860573,0.12621,-0.026538,0.852978,0.099557,-0.031957,0.845778,0.076258,-0.035844,0.895931,0.17182,-0.026842,0.89322,0.135123,-0.034423,0.891032,0.111149,-0.037846,0.887889,0.089172,-0.040285,0.142803,0.923341,0,0.120658,0.859455,-0.005665,0.119065,0.784639,-0.022944,0.136368,0.724702,-0.035219,0.161876,0.690489,-0.04736,0.132056,0.796757,-0.076544,0.182334,0.713902,-0.093815,0.212826,0.671839,-0.089682,0.236091,0.647474,-0.084241,0.161705,0.82686,-0.081543,0.214658,0.732427,-0.097705,0.244798,0.680925,-0.08646,0.264447,0.649475,-0.078594,0.190657,0.85463,-0.081983,0.235187,0.762693,-0.095035,0.260802,0.709075,-0.084277,0.275227,0.674188,-0.077684,0.217167,0.876701,-0.080868,0.250227,0.80178,-0.092109,0.265847,0.758652,-0.087548,0.275056,0.726723,-0.083696,0,0,0,0,0,0,0,1,0,0
426,'2021/12/08 18:19:47:296',8,0.893769,0.273126,0,0.858729,0.268829,-0.00514,0.824903,0.252928,-0.011039,0.797602,0.241067,-0.018086,0.775258,0.239236,-0.025485,0.837063,0.19241,-0.006218,0.816022,0.15352,-0.014811,0.804242,0.129681,-0.020558,0.795032,0.108613,-0.024697,0.855086,0.178139,-0.012469,0.837239,0.131921,-0.020247,0.827235,0.104073,-0.02575,0.819741,0.079566,-0.030278,0.875263,0.17172,-0.019969,0.861603,0.126151,-0.028813,0.853577,0.098613,-0.033972,0.846114,0.075073,-0.037708,0.897116,0.173024,-0.028362,0.893393,0.13516,-0.036063,0.890848,0.110613,-0.039472,0.88736,0.088335,-0.041931,0.143205,0.925637,0,0.120219,0.860229,-0.00656,0.118537,0.785985,-0.024923,0.136971,0.726305,-0.038132,0.16185,0.690917,-0.05127,0.130795,0.800378,-0.080831,0.181606,0.715614,-0.099726,0.212498,0.673426,-0.096289,0.235766,0.648257,-0.091298,0.160428,0.831688,-0.086203,0.213811,0.736317,-0.104803,0.243995,0.683455,-0.09427,0.263665,0.650508,-0.086652,0.189398,0.859883,-0.086843,0.234552,0.767631,-0.101721,0.260109,0.712053,-0.091237,0.274511,0.675069,-0.08472,0.215667,0.881976,-0.085945,0.249429,0.807187,-0.098219,0.264837,0.762498,-0.093887,0.273701,0.729,-0.09024,0,0,0,0,0,0,0,1,0,0
