@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute hands-1 numeric
@attribute hands-2 numeric
@attribute hands-3 numeric
@attribute hands-4 numeric
@attribute hands-5 numeric
@attribute hands-6 numeric
@attribute hands-7 numeric
@attribute hands-8 numeric
@attribute hands-9 numeric
@attribute hands-10 numeric
@attribute hands-11 numeric
@attribute hands-12 numeric
@attribute hands-13 numeric
@attribute hands-14 numeric
@attribute hands-15 numeric
@attribute hands-16 numeric
@attribute hands-17 numeric
@attribute hands-18 numeric
@attribute hands-19 numeric
@attribute hands-20 numeric
@attribute hands-21 numeric
@attribute hands-22 numeric
@attribute hands-23 numeric
@attribute hands-24 numeric
@attribute hands-25 numeric
@attribute hands-26 numeric
@attribute hands-27 numeric
@attribute hands-28 numeric
@attribute hands-29 numeric
@attribute hands-30 numeric
@attribute hands-31 numeric
@attribute hands-32 numeric
@attribute hands-33 numeric
@attribute hands-34 numeric
@attribute hands-35 numeric
@attribute hands-36 numeric
@attribute hands-37 numeric
@attribute hands-38 numeric
@attribute hands-39 numeric
@attribute hands-40 numeric
@attribute hands-41 numeric
@attribute hands-42 numeric
@attribute hands-43 numeric
@attribute hands-44 numeric
@attribute hands-45 numeric
@attribute hands-46 numeric
@attribute hands-47 numeric
@attribute hands-48 numeric
@attribute hands-49 numeric
@attribute hands-50 numeric
@attribute hands-51 numeric
@attribute hands-52 numeric
@attribute hands-53 numeric
@attribute hands-54 numeric
@attribute hands-55 numeric
@attribute hands-56 numeric
@attribute hands-57 numeric
@attribute hands-58 numeric
@attribute hands-59 numeric
@attribute hands-60 numeric
@attribute hands-61 numeric
@attribute hands-62 numeric
@attribute hands-63 numeric
@attribute hands-64 numeric
@attribute hands-65 numeric
@attribute hands-66 numeric
@attribute hands-67 numeric
@attribute hands-68 numeric
@attribute hands-69 numeric
@attribute hands-70 numeric
@attribute hands-71 numeric
@attribute hands-72 numeric
@attribute hands-73 numeric
@attribute hands-74 numeric
@attribute hands-75 numeric
@attribute hands-76 numeric
@attribute hands-77 numeric
@attribute hands-78 numeric
@attribute hands-79 numeric
@attribute hands-80 numeric
@attribute hands-81 numeric
@attribute hands-82 numeric
@attribute hands-83 numeric
@attribute hands-84 numeric
@attribute hands-85 numeric
@attribute hands-86 numeric
@attribute hands-87 numeric
@attribute hands-88 numeric
@attribute hands-89 numeric
@attribute hands-90 numeric
@attribute hands-91 numeric
@attribute hands-92 numeric
@attribute hands-93 numeric
@attribute hands-94 numeric
@attribute hands-95 numeric
@attribute hands-96 numeric
@attribute hands-97 numeric
@attribute hands-98 numeric
@attribute hands-99 numeric
@attribute hands-100 numeric
@attribute hands-101 numeric
@attribute hands-102 numeric
@attribute hands-103 numeric
@attribute hands-104 numeric
@attribute hands-105 numeric
@attribute hands-106 numeric
@attribute hands-107 numeric
@attribute hands-108 numeric
@attribute hands-109 numeric
@attribute hands-110 numeric
@attribute hands-111 numeric
@attribute hands-112 numeric
@attribute hands-113 numeric
@attribute hands-114 numeric
@attribute hands-115 numeric
@attribute hands-116 numeric
@attribute hands-117 numeric
@attribute hands-118 numeric
@attribute hands-119 numeric
@attribute hands-120 numeric
@attribute hands-121 numeric
@attribute hands-122 numeric
@attribute hands-123 numeric
@attribute hands-124 numeric
@attribute hands-125 numeric
@attribute hands-126 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric

@data
11,'2021/12/08 18:14:30:132',1,0.19803,0.702823,0,0.258012,0.69441,-0.024382,0.313689,0.668948,-0.039415,0.360163,0.655694,-0.05561,0.402098,0.659671,-0.072677,0.279578,0.509286,-0.016035,0.316799,0.43041,-0.035891,0.33753,0.382992,-0.051651,0.353659,0.34207,-0.063425,0.242164,0.487608,-0.024177,0.266037,0.393045,-0.041401,0.280829,0.335079,-0.056621,0.290678,0.284614,-0.068893,0.204379,0.492649,-0.037241,0.197675,0.400052,-0.059144,0.195725,0.341991,-0.075247,0.196673,0.292198,-0.085592,0.167509,0.518186,-0.054028,0.149269,0.452582,-0.075385,0.138173,0.410046,-0.087535,0.131777,0.369125,-0.095158,0.78779,0.703815,0,0.720499,0.691242,-0.019003,0.660742,0.666545,-0.040387,0.61188,0.661392,-0.064531,0.569653,0.680797,-0.089835,0.691335,0.503307,-0.021428,0.654594,0.416954,-0.045686,0.63323,0.364944,-0.06474,0.61655,0.317599,-0.07906,0.733071,0.478942,-0.034792,0.712633,0.375129,-0.055257,0.701325,0.313452,-0.0715,0.693375,0.258949,-0.085563,0.774528,0.480601,-0.051816,0.777436,0.384697,-0.076291,0.778728,0.322949,-0.092947,0.778055,0.26741,-0.104544,0.813598,0.503284,-0.071545,0.835255,0.435369,-0.0931,0.848966,0.388082,-0.103794,0.858545,0.341302,-0.111536,1,0,0,0,0,0,0,0,0,0
12,'2021/12/08 18:14:30:179',1,0.200431,0.703299,0,0.260181,0.694404,-0.023366,0.314841,0.667936,-0.037681,0.360449,0.654805,-0.053322,0.401944,0.659678,-0.069835,0.279741,0.509744,-0.015367,0.31669,0.43097,-0.035081,0.336811,0.383563,-0.05085,0.352772,0.342511,-0.062601,0.242549,0.488549,-0.023909,0.265065,0.392655,-0.041134,0.279139,0.333506,-0.056905,0.288969,0.282114,-0.069711,0.205212,0.493167,-0.037216,0.198299,0.400064,-0.059178,0.196267,0.342032,-0.076143,0.19695,0.292587,-0.087126,0.168596,0.517942,-0.054099,0.15039,0.452572,-0.075517,0.138766,0.409007,-0.088212,0.131659,0.367873,-0.096305,0.789157,0.702144,0,0.721506,0.689925,-0.018208,0.660841,0.665262,-0.039356,0.611589,0.660024,-0.06347,0.56923,0.678757,-0.088708,0.690412,0.502938,-0.020777,0.653915,0.416949,-0.045209,0.632754,0.365536,-0.064131,0.616272,0.319102,-0.07824,0.732152,0.478918,-0.034716,0.711493,0.374764,-0.055511,0.700329,0.312812,-0.071675,0.692667,0.258679,-0.085541,0.773968,0.480994,-0.052282,0.776736,0.385068,-0.076958,0.778356,0.324073,-0.093066,0.777914,0.269828,-0.104133,0.813855,0.503973,-0.072509,0.835029,0.435811,-0.094065,0.848533,0.388625,-0.104311,0.858021,0.34247,-0.111617,1,0,0,0,0,0,0,0,0,0
13,'2021/12/08 18:14:30:224',1,0.196753,0.703693,0,0.256954,0.695204,-0.02419,0.313493,0.668833,-0.039126,0.360471,0.655601,-0.055243,0.402205,0.660251,-0.072272,0.279877,0.511709,-0.01641,0.316157,0.432585,-0.036717,0.336739,0.384471,-0.052912,0.353167,0.342764,-0.064955,0.242392,0.490222,-0.024722,0.2653,0.394691,-0.042324,0.28011,0.335825,-0.058307,0.290049,0.284137,-0.071265,0.204604,0.495161,-0.037916,0.198053,0.402,-0.060249,0.196102,0.343186,-0.077483,0.196555,0.29275,-0.088714,0.167454,0.520253,-0.054716,0.149828,0.455542,-0.07607,0.138438,0.412887,-0.088804,0.131222,0.371843,-0.097078,0.788076,0.704092,0,0.720563,0.692201,-0.018884,0.65944,0.666583,-0.040218,0.609437,0.659666,-0.06438,0.567054,0.67808,-0.08964,0.690314,0.502864,-0.020741,0.654709,0.417356,-0.045186,0.634183,0.365399,-0.064211,0.618443,0.31779,-0.078447,0.732,0.478069,-0.034283,0.711581,0.374739,-0.055052,0.700253,0.312538,-0.071473,0.692551,0.257982,-0.085599,0.773435,0.479618,-0.051553,0.776575,0.383979,-0.076511,0.777949,0.322095,-0.093224,0.777387,0.26694,-0.104653,0.812697,0.502525,-0.071519,0.834282,0.434396,-0.09324,0.848363,0.386796,-0.103897,0.858148,0.339594,-0.111525,1,0,0,0,0,0,0,0,0,0
14,'2021/12/08 18:14:30:270',1,0.201236,0.705021,0,0.26014,0.695159,-0.02298,0.314696,0.668791,-0.036735,0.360067,0.655161,-0.051803,0.400171,0.658424,-0.067725,0.280584,0.511349,-0.014725,0.317218,0.432846,-0.034114,0.337072,0.384913,-0.049455,0.352549,0.343245,-0.060929,0.243467,0.489578,-0.023274,0.265841,0.393798,-0.040194,0.279536,0.333492,-0.055395,0.28907,0.281318,-0.067762,0.205926,0.494169,-0.036607,0.198475,0.400581,-0.058553,0.196025,0.341882,-0.075014,0.196541,0.292331,-0.085518,0.169027,0.519435,-0.053496,0.149729,0.453432,-0.075149,0.13774,0.409781,-0.08772,0.130638,0.368523,-0.095552,0.786959,0.703914,0,0.719405,0.691254,-0.018221,0.658714,0.665896,-0.039547,0.609532,0.659954,-0.063883,0.567114,0.678631,-0.089355,0.690695,0.503284,-0.02114,0.65502,0.416513,-0.045943,0.634136,0.364741,-0.065027,0.617737,0.317145,-0.079276,0.732227,0.479282,-0.035315,0.712212,0.37506,-0.056779,0.700973,0.312745,-0.073129,0.693023,0.257607,-0.087078,0.773862,0.481086,-0.053095,0.776939,0.384805,-0.078449,0.778738,0.32347,-0.094519,0.778417,0.2684,-0.105447,0.813629,0.503568,-0.073531,0.835232,0.434469,-0.095573,0.849363,0.385894,-0.105903,0.859186,0.337569,-0.113209,1,0,0,0,0,0,0,0,0,0
15,'2021/12/08 18:14:30:335',1,0.196781,0.703412,0,0.256883,0.695154,-0.02348,0.313289,0.668828,-0.03774,0.360442,0.655797,-0.05327,0.401973,0.660347,-0.069721,0.280596,0.51036,-0.014634,0.317672,0.432158,-0.03438,0.338472,0.385012,-0.0501,0.354877,0.344342,-0.061801,0.243332,0.488536,-0.023142,0.266349,0.392954,-0.040304,0.281078,0.334323,-0.05584,0.291024,0.283684,-0.068349,0.205531,0.493567,-0.0366,0.198968,0.39973,-0.058752,0.196708,0.341162,-0.075507,0.196981,0.2916,-0.086214,0.168359,0.519074,-0.053675,0.150376,0.453712,-0.075254,0.139168,0.410642,-0.087931,0.132434,0.36944,-0.095915,0.788368,0.703968,0,0.720277,0.691034,-0.017937,0.659662,0.665649,-0.03904,0.610256,0.659786,-0.063201,0.567794,0.678001,-0.088504,0.691112,0.502723,-0.020151,0.654765,0.416191,-0.044682,0.633555,0.364303,-0.063803,0.616965,0.317006,-0.078064,0.732598,0.478907,-0.03429,0.712393,0.374583,-0.055184,0.701488,0.31204,-0.071514,0.693924,0.257211,-0.085509,0.774047,0.480928,-0.05207,0.777195,0.384529,-0.077068,0.778948,0.322436,-0.093547,0.778451,0.267035,-0.104798,0.813427,0.504023,-0.072481,0.835242,0.435957,-0.094295,0.849244,0.388448,-0.104747,0.858959,0.341575,-0.112182,1,0,0,0,0,0,0,0,0,0
16,'2021/12/08 18:14:30:416',1,0.197813,0.702954,0,0.257922,0.694192,-0.023023,0.313494,0.668368,-0.036694,0.359772,0.65514,-0.05166,0.400311,0.658474,-0.067449,0.280966,0.509366,-0.013765,0.318352,0.430619,-0.032804,0.338243,0.383181,-0.047948,0.353624,0.342305,-0.059241,0.243925,0.487657,-0.022121,0.266484,0.391751,-0.038518,0.279961,0.331618,-0.053521,0.288948,0.279806,-0.065741,0.206272,0.492321,-0.035361,0.199983,0.398785,-0.057204,0.197243,0.340355,-0.073758,0.196902,0.291159,-0.084226,0.168988,0.517286,-0.052159,0.150239,0.452008,-0.073833,0.138279,0.409061,-0.086466,0.130979,0.368377,-0.094253,0.788005,0.702811,0,0.720017,0.690426,-0.017882,0.659548,0.665871,-0.039082,0.610208,0.660856,-0.063353,0.567764,0.67963,-0.088787,0.691371,0.503123,-0.020605,0.65519,0.416936,-0.045307,0.633963,0.365272,-0.06451,0.617318,0.318074,-0.078818,0.732611,0.479028,-0.034783,0.712265,0.37486,-0.055876,0.701173,0.312191,-0.072289,0.693506,0.257159,-0.086352,0.773956,0.480761,-0.052538,0.776855,0.384448,-0.077626,0.778492,0.322915,-0.093957,0.777978,0.268147,-0.105102,0.813361,0.503516,-0.072919,0.835146,0.435428,-0.094811,0.849044,0.388058,-0.105173,0.858696,0.341352,-0.112516,1,0,0,0,0,0,0,0,0,0
17,'2021/12/08 18:14:30:459',1,0.196298,0.702655,0,0.257247,0.695153,-0.023967,0.31409,0.669665,-0.038443,0.360827,0.656185,-0.054032,0.402048,0.659856,-0.070342,0.280544,0.508569,-0.015533,0.317977,0.430019,-0.035257,0.33823,0.382572,-0.050999,0.354012,0.341654,-0.062732,0.243149,0.487146,-0.023643,0.266027,0.392374,-0.040972,0.280183,0.333013,-0.056895,0.289875,0.28132,-0.069762,0.205491,0.491987,-0.036605,0.199476,0.399702,-0.058953,0.197551,0.341682,-0.076339,0.198029,0.292253,-0.087481,0.168412,0.517038,-0.053134,0.151188,0.451835,-0.074886,0.139882,0.408187,-0.087982,0.133027,0.366696,-0.096296,0.788353,0.706328,0,0.721154,0.692299,-0.017925,0.660549,0.666003,-0.03867,0.61098,0.660033,-0.062435,0.568672,0.681567,-0.087322,0.690926,0.505282,-0.020045,0.654777,0.419207,-0.044228,0.634312,0.367126,-0.06289,0.618472,0.31939,-0.076874,0.732641,0.480806,-0.034098,0.71268,0.376054,-0.054479,0.701916,0.313413,-0.070378,0.694326,0.258172,-0.084159,0.774575,0.481996,-0.051808,0.777316,0.385599,-0.076194,0.778542,0.324387,-0.092226,0.77772,0.269732,-0.103299,0.814965,0.503941,-0.072203,0.836355,0.436059,-0.093509,0.85022,0.388667,-0.103721,0.859775,0.341885,-0.111042,1,0,0,0,0,0,0,0,0,0
18,'2021/12/08 18:14:30:509',1,0.200289,0.704046,0,0.259544,0.694714,-0.023415,0.315227,0.66841,-0.037391,0.361494,0.655546,-0.052644,0.401536,0.659066,-0.068695,0.282258,0.510288,-0.014802,0.318911,0.431363,-0.034388,0.338691,0.383623,-0.050012,0.354206,0.342477,-0.061661,0.245161,0.488614,-0.023272,0.267345,0.392609,-0.040226,0.280745,0.332457,-0.055854,0.289992,0.28047,-0.068607,0.20759,0.493068,-0.036615,0.201493,0.399572,-0.058909,0.199041,0.340932,-0.07625,0.199336,0.291326,-0.087385,0.170405,0.518069,-0.053485,0.151397,0.45279,-0.07529,0.139074,0.409756,-0.088276,0.131736,0.369201,-0.096516,0.788952,0.704063,0,0.720834,0.691282,-0.017763,0.66042,0.666446,-0.038816,0.611782,0.661675,-0.062963,0.569838,0.681769,-0.088295,0.692309,0.505074,-0.020661,0.656056,0.419167,-0.045197,0.634811,0.367584,-0.064133,0.618026,0.320647,-0.078243,0.734107,0.48115,-0.034877,0.714076,0.376777,-0.055754,0.703083,0.314455,-0.071821,0.695142,0.259745,-0.08565,0.775808,0.4827,-0.052666,0.778403,0.386366,-0.077553,0.779898,0.32448,-0.093766,0.779145,0.26922,-0.104889,0.815507,0.504897,-0.073066,0.83725,0.436559,-0.094872,0.851639,0.388724,-0.105256,0.861541,0.341659,-0.112637,1,0,0,0,0,0,0,0,0,0
19,'2021/12/08 18:14:30:591',1,0.197118,0.702585,0,0.257079,0.694432,-0.024063,0.313547,0.668213,-0.038573,0.361336,0.655075,-0.054215,0.403591,0.661294,-0.070725,0.281058,0.509316,-0.015575,0.318578,0.430582,-0.035144,0.338907,0.382747,-0.05081,0.354914,0.341414,-0.06254,0.243789,0.487526,-0.023663,0.267065,0.392251,-0.040448,0.281,0.332721,-0.055934,0.290397,0.280989,-0.068629,0.205968,0.492098,-0.036646,0.200105,0.399609,-0.058497,0.198171,0.341064,-0.07554,0.198713,0.291222,-0.086597,0.168613,0.516956,-0.053261,0.150807,0.452018,-0.074684,0.139331,0.408969,-0.087535,0.132393,0.36787,-0.095751,0.789261,0.702662,0,0.72149,0.690973,-0.018629,0.661286,0.666819,-0.040152,0.612335,0.662391,-0.064622,0.570369,0.681575,-0.090274,0.693527,0.505629,-0.021983,0.656964,0.42039,-0.046934,0.635857,0.368402,-0.066233,0.619451,0.320421,-0.080639,0.735103,0.481568,-0.035984,0.715302,0.377439,-0.057338,0.70419,0.314643,-0.073793,0.696217,0.259028,-0.08794,0.776425,0.483024,-0.053545,0.77942,0.386862,-0.078967,0.781031,0.325063,-0.09551,0.780534,0.269439,-0.106823,0.815601,0.505356,-0.073765,0.837667,0.437646,-0.095932,0.852046,0.390188,-0.106521,0.862153,0.343042,-0.11406,1,0,0,0,0,0,0,0,0,0
20,'2021/12/08 18:14:30:649',1,0.197681,0.702729,0,0.258218,0.694065,-0.023573,0.314949,0.668666,-0.037309,0.361691,0.655457,-0.05214,0.402109,0.659553,-0.067697,0.281356,0.509404,-0.014361,0.319119,0.431606,-0.033434,0.339465,0.383678,-0.048697,0.355336,0.342494,-0.060114,0.244135,0.487459,-0.022482,0.26711,0.391917,-0.038874,0.280727,0.331499,-0.054197,0.289876,0.27953,-0.066807,0.206356,0.491848,-0.035484,0.200451,0.399565,-0.057176,0.198351,0.341266,-0.074198,0.198768,0.291952,-0.085164,0.168881,0.516899,-0.052081,0.150782,0.452052,-0.073523,0.139193,0.409214,-0.086405,0.13235,0.368581,-0.094558,0.789239,0.702683,0,0.721547,0.690839,-0.018646,0.661398,0.666774,-0.040236,0.612479,0.662445,-0.064778,0.570333,0.681665,-0.090487,0.693309,0.505396,-0.022074,0.656565,0.419931,-0.047056,0.635317,0.367966,-0.066353,0.618832,0.320182,-0.080739,0.734924,0.481427,-0.036068,0.715112,0.37703,-0.057415,0.704176,0.314295,-0.073841,0.696456,0.258859,-0.087944,0.776352,0.483027,-0.053626,0.77937,0.386745,-0.07898,0.78104,0.325257,-0.095451,0.780647,0.270032,-0.106718,0.81566,0.505431,-0.073852,0.837771,0.437597,-0.095975,0.852167,0.390146,-0.106525,0.862347,0.343142,-0.114025,1,0,0,0,0,0,0,0,0,0
21,'2021/12/08 18:14:30:695',1,0.200262,0.70436,0,0.260605,0.694766,-0.021982,0.316325,0.667729,-0.035295,0.361999,0.65373,-0.050123,0.40211,0.656898,-0.065725,0.281644,0.509192,-0.012539,0.318867,0.430792,-0.0315,0.339074,0.382915,-0.046804,0.355111,0.341664,-0.058247,0.244601,0.488254,-0.021535,0.267397,0.392533,-0.038017,0.281334,0.332209,-0.053361,0.291016,0.27984,-0.065886,0.207159,0.493201,-0.035321,0.200749,0.39986,-0.056991,0.198664,0.341139,-0.073621,0.199376,0.291487,-0.084304,0.170336,0.518551,-0.052605,0.151842,0.453095,-0.073913,0.140296,0.410038,-0.086385,0.133488,0.369507,-0.094226,0.790253,0.702081,0,0.722762,0.691643,-0.017823,0.662532,0.666955,-0.038667,0.613504,0.661331,-0.062471,0.571185,0.679498,-0.08745,0.694713,0.505222,-0.021103,0.658084,0.419297,-0.0455,0.636922,0.367327,-0.064327,0.620482,0.319267,-0.078367,0.736537,0.48066,-0.034961,0.715984,0.376908,-0.055928,0.704668,0.313893,-0.07183,0.696878,0.258496,-0.085487,0.778108,0.481833,-0.052279,0.780706,0.386168,-0.077322,0.782536,0.324665,-0.093127,0.782283,0.269987,-0.103843,0.817474,0.504041,-0.072197,0.83911,0.43622,-0.094121,0.853006,0.38872,-0.10432,0.862622,0.342356,-0.111457,1,0,0,0,0,0,0,0,0,0
22,'2021/12/08 18:14:30:766',1,0.201831,0.701719,0,0.261692,0.693105,-0.022278,0.316628,0.666486,-0.036124,0.362591,0.653064,-0.051482,0.404218,0.658158,-0.067783,0.282453,0.508417,-0.013621,0.319762,0.4291,-0.032797,0.339822,0.381568,-0.048127,0.355662,0.340821,-0.059603,0.245238,0.487037,-0.022455,0.268583,0.391173,-0.039156,0.282596,0.332374,-0.054206,0.29213,0.28176,-0.066358,0.207799,0.49191,-0.036064,0.201229,0.397192,-0.057929,0.199053,0.33825,-0.074329,0.199693,0.288666,-0.084754,0.171274,0.517129,-0.053159,0.1522,0.451299,-0.074555,0.140494,0.40817,-0.086926,0.133615,0.367696,-0.094647,0.791562,0.705044,0,0.72442,0.692011,-0.018536,0.663892,0.666718,-0.040247,0.614503,0.66137,-0.065015,0.572006,0.681379,-0.09102,0.693904,0.505298,-0.021797,0.657887,0.417899,-0.046811,0.637129,0.365479,-0.066132,0.62091,0.317571,-0.080599,0.73607,0.480824,-0.036042,0.71646,0.376391,-0.057417,0.705526,0.314237,-0.073853,0.697687,0.259532,-0.087951,0.778333,0.482242,-0.053931,0.781675,0.385427,-0.079317,0.783495,0.323189,-0.095847,0.78317,0.267457,-0.107229,0.818482,0.504806,-0.074476,0.84002,0.436475,-0.096423,0.854151,0.388703,-0.106874,0.864061,0.341416,-0.114423,1,0,0,0,0,0,0,0,0,0
23,'2021/12/08 18:14:30:823',1,0.200754,0.701384,0,0.260854,0.693341,-0.023081,0.316856,0.667114,-0.037322,0.363828,0.654112,-0.052994,0.405442,0.65965,-0.069619,0.282722,0.508583,-0.014401,0.31937,0.429213,-0.033776,0.33922,0.381158,-0.049334,0.355024,0.339928,-0.060948,0.245533,0.486978,-0.022869,0.268557,0.390902,-0.039506,0.282802,0.331707,-0.054615,0.292538,0.280795,-0.066897,0.208048,0.491611,-0.036177,0.201393,0.397423,-0.057789,0.199274,0.338792,-0.074175,0.199933,0.28939,-0.084709,0.171311,0.516514,-0.05307,0.152233,0.450924,-0.074208,0.140467,0.408284,-0.086496,0.133606,0.36804,-0.094245,0.790634,0.70665,0,0.722661,0.693608,-0.018653,0.662294,0.668271,-0.040493,0.613322,0.662114,-0.065314,0.571326,0.679762,-0.091346,0.69414,0.505319,-0.022077,0.657985,0.418337,-0.047371,0.63689,0.366102,-0.066945,0.620307,0.318336,-0.081534,0.736409,0.480935,-0.036266,0.717163,0.376527,-0.057989,0.706033,0.314302,-0.074718,0.697965,0.259487,-0.089005,0.778397,0.482859,-0.054089,0.782047,0.386118,-0.079801,0.783642,0.32369,-0.096613,0.783046,0.267631,-0.108149,0.818004,0.506136,-0.074551,0.83995,0.437527,-0.09678,0.85388,0.389856,-0.107396,0.863539,0.342663,-0.115028,1,0,0,0,0,0,0,0,0,0
24,'2021/12/08 18:14:30:870',1,0.200954,0.702143,0,0.261272,0.693038,-0.024006,0.317232,0.666486,-0.038432,0.363965,0.652602,-0.054091,0.405937,0.65838,-0.070589,0.282717,0.507109,-0.015012,0.320643,0.4283,-0.034632,0.340668,0.380571,-0.050235,0.356248,0.339449,-0.0618,0.245302,0.485701,-0.023098,0.26921,0.390109,-0.039873,0.283167,0.330449,-0.055053,0.2926,0.278862,-0.067385,0.207598,0.490468,-0.036114,0.201978,0.39748,-0.058016,0.199955,0.339131,-0.074449,0.200738,0.289358,-0.084909,0.170547,0.515277,-0.05282,0.152506,0.450718,-0.074181,0.141023,0.408467,-0.086452,0.134451,0.367802,-0.094087,0.793106,0.704283,0,0.726033,0.692979,-0.018735,0.665693,0.668102,-0.040233,0.616652,0.662362,-0.064643,0.574512,0.681161,-0.090325,0.696659,0.505948,-0.022491,0.660395,0.418004,-0.047402,0.639508,0.365466,-0.066662,0.623184,0.317311,-0.081035,0.738423,0.482008,-0.036277,0.718512,0.377171,-0.057662,0.707548,0.314329,-0.074013,0.699942,0.259047,-0.088026,0.779984,0.483667,-0.053581,0.782643,0.386899,-0.07903,0.78467,0.325153,-0.095375,0.784783,0.270233,-0.106551,0.8194,0.506271,-0.07354,0.841044,0.438377,-0.095787,0.855321,0.390744,-0.106298,0.865523,0.343946,-0.113744,1,0,0,0,0,0,0,0,0,0
25,'2021/12/08 18:14:30:917',1,0.201253,0.700588,0,0.261531,0.692609,-0.023109,0.317865,0.666859,-0.037266,0.364592,0.654022,-0.052779,0.406361,0.659517,-0.069171,0.284522,0.507574,-0.014217,0.321223,0.428285,-0.033527,0.341013,0.380653,-0.049152,0.356776,0.339611,-0.060841,0.246867,0.485976,-0.022793,0.270133,0.390183,-0.039445,0.284308,0.33141,-0.054944,0.293894,0.280241,-0.067565,0.208869,0.490649,-0.036221,0.20297,0.396724,-0.058066,0.201114,0.337625,-0.075208,0.201889,0.287351,-0.0863,0.171487,0.515583,-0.053171,0.152941,0.450373,-0.074444,0.141438,0.407285,-0.08716,0.134653,0.366439,-0.095296,0.793989,0.707107,0,0.727819,0.694863,-0.01962,0.667362,0.668602,-0.041493,0.618117,0.662331,-0.066086,0.575794,0.680468,-0.091789,0.698023,0.507395,-0.023088,0.661422,0.420539,-0.04855,0.640101,0.368428,-0.068188,0.62395,0.320411,-0.082815,0.739676,0.483152,-0.036575,0.719148,0.378431,-0.058176,0.708228,0.315432,-0.075025,0.701291,0.259227,-0.089505,0.781402,0.485353,-0.053734,0.783653,0.389112,-0.079093,0.785885,0.32824,-0.09581,0.786526,0.27339,-0.107371,0.821273,0.508738,-0.073646,0.842411,0.44136,-0.095722,0.856242,0.394224,-0.106546,0.866199,0.347334,-0.11435,1,0,0,0,0,0,0,0,0,0
26,'2021/12/08 18:14:30:987',1,0.204533,0.702506,0,0.263962,0.693069,-0.023179,0.318724,0.666423,-0.037208,0.364388,0.653157,-0.052644,0.405749,0.658069,-0.068981,0.284801,0.506516,-0.013936,0.321627,0.427938,-0.033208,0.341331,0.380124,-0.048625,0.356788,0.339126,-0.060104,0.247417,0.485032,-0.022517,0.27066,0.388913,-0.038961,0.284691,0.329403,-0.053974,0.294296,0.278323,-0.066212,0.209755,0.490074,-0.036014,0.203542,0.396208,-0.057619,0.201416,0.337626,-0.073889,0.202002,0.288066,-0.084276,0.17285,0.515538,-0.053162,0.154585,0.449813,-0.074566,0.142915,0.406617,-0.08689,0.13584,0.365556,-0.094524,0.793321,0.703419,0,0.726762,0.693722,-0.019169,0.667778,0.66995,-0.041246,0.619808,0.665509,-0.066032,0.578014,0.683827,-0.092208,0.699185,0.508079,-0.024897,0.662498,0.421295,-0.050344,0.641217,0.368707,-0.070019,0.624718,0.320535,-0.084704,0.741356,0.484042,-0.038502,0.721431,0.379532,-0.060441,0.710129,0.316401,-0.077298,0.702243,0.260773,-0.091744,0.783233,0.486046,-0.055441,0.785752,0.389078,-0.081252,0.786999,0.326647,-0.098254,0.786231,0.270673,-0.110027,0.822676,0.508992,-0.07494,0.844919,0.440732,-0.097683,0.859178,0.392132,-0.10876,0.869132,0.344417,-0.116707,1,0,0,0,0,0,0,0,0,0
27,'2021/12/08 18:14:31:029',1,0.200397,0.701946,0,0.26118,0.693702,-0.02246,0.318368,0.666602,-0.036188,0.365751,0.652914,-0.05138,0.407917,0.658611,-0.067503,0.284667,0.508135,-0.013219,0.321573,0.429866,-0.032225,0.342092,0.382623,-0.047545,0.358643,0.34214,-0.05901,0.247425,0.486264,-0.02212,0.271098,0.390188,-0.038413,0.285947,0.331547,-0.053711,0.295978,0.281089,-0.066173,0.209567,0.490889,-0.035868,0.20396,0.396236,-0.05724,0.202272,0.337045,-0.073943,0.202819,0.287314,-0.084774,0.172098,0.516215,-0.053172,0.154876,0.450275,-0.074131,0.143953,0.406514,-0.086667,0.137011,0.365165,-0.094662,0.796717,0.708624,0,0.729043,0.695367,-0.019587,0.668505,0.670063,-0.041688,0.619159,0.664563,-0.066533,0.576889,0.683465,-0.092534,0.699997,0.508005,-0.02306,0.663472,0.420995,-0.048282,0.642497,0.368216,-0.067904,0.626389,0.319848,-0.082583,0.742147,0.484093,-0.036597,0.722542,0.379166,-0.058112,0.711781,0.316775,-0.074936,0.704295,0.261664,-0.08935,0.784006,0.486363,-0.053783,0.787127,0.38937,-0.079191,0.788694,0.32774,-0.096114,0.788457,0.272906,-0.107775,0.823552,0.509486,-0.073698,0.845455,0.440988,-0.095865,0.859868,0.392531,-0.106793,0.870226,0.344972,-0.114653,1,0,0,0,0,0,0,0,0,0
